COOLING DEGREE DAY TOTALS BY MONTH, MISSING=-9999
STDV YEAR    JAN   FEB   MAR   APR   MAY   JUN   JUL   AUG   SEP   OCT   NOV   DEC   ANNL
5199 1937  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1938  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1939  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1940  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1941  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1942  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1943  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1944  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1945  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1946  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1947  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1948  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1949  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1950  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1951  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1952  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1953  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1954  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1955  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1956  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1957  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1958  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1959  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1960  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5199 1961    146   164   202   206   279   289   323   337   307   303   220   179   2956
5199 1962    176   113   147   219   257   289   319   334   308   275   249   155   2842
5199 1963    136   151   180   219   236   284   331   351   343   318   250   195   2995
5199 1964    196   145   175   196   227   301   320   327   318   277   232   219   2933
5199 1965    152    64   125   193   270   292   324   340   338   291   243   152   2784
5199 1966    123    99   172   160   269   326   338   360   349   329   251   199   2974
5199 1967    138   158   180   193   307   319   376   378   368   351   237   188   3192
5199 1968    156   146   190   230   287   336   381   401   386   366   315   196   3392
5199 1969     87   153   158   182   254   309   358   359   326   302   257   199   2944
5199 1970    163   120   187   225   292   312   336   374   317   311   230   210   3077
5199 1971    113   161   181   203   236   260   307   321   318   286   231   175   2793
5199 1972    105    93   161   167   230   271   314   351   330   320   230   130   2702
5199 1973    142   103   184   173   217   274   313   344   326   311   252   187   2825
5199 1974    214   166   181   230   264   292   324   354   339   336   226   219   3144
5199 1975    148   127   155   180   213   253   290   314   300   292   236   169   2678
5199 1976    165   113   142   170   223   244   290   333   326   304   200   200   2712
5199 1977    182   186   206   196   244   278   321   366   347   346   277   205   3153
5199 1978    163   147   184   209   272   298   335   362   344   312   218   171   3015
5199 1979    117   113   152   186   254   284   329   363   370   371   253   220   3010
5199 1980    153   146   201   223   287   306   345   354   365   337   281   232   3230
5199 1981    200   171   201   231   272   347   358   373   361   323   265   212   3313
5199 1982    165   145   153   182   248   304   362   386   356   318   261   167   3049
5199 1983    148   122   176   194   227   284   311   324   321   293   268   197   2866
5199 1984    198   162   239   238   290   318   355   359   345   361   291   188   3343
5199 1985    130   139   161   166   217   288   351   370   340   313   216   176   2866
5199 1986    152   136   224   238   286   307   367   400   379   345   288   197   3319
5199 1987    150    93   156   176   176   280   348   375   380   346   265   221   2966
5199 1988    159   172   217   221   269   307   339   360   357   327   293   223   3243
5199 1989    186   148   202   166   253   308   338   347   334   318   244   156   3000
5199 1990    183   109   143   221   242   300   331   374   370   336   263   187   3060
5199 1991    135   152   134   195   247   273   328   365   343   330   303   212   3016
5199 1992    133   118   165   184   253   325   340   372   354   327   250   228   3049
5199 1993    106    91   149   222   235   307   327   354   345   317   215   180   2847
5199 1994    111   135   144   184   258   290   364   388   377   352   282   187   3073
5199 1995    151   119   187   191   246   304   357   356   347   344   282   254   3138
5199 1996    191   114   135   258   291   337   371   383   352   360   257   161   3210
5199 1997    128   169   194   206   211   317   336   362   359   338   216   153   2988
5199 1998    118   118   179   170   202   246   292   331   310   303   240   174   2682
5199 1999    147   130   168   180   241   266   294   326   309   285   224   177   2746
5199 2000    128   147   198   165   259   305   344   357   328   334   252   195   3011
6699 1931    298   252   352   362   446   449   470   477   432   434   365   320   4659
6699 1932    279   230   324   355   409   437   447   469   459   454   391   319   4572
6699 1933    270   225   303   323   404   420   453   451   419   423   372   309   4372
6699 1934    258   236   284   333   387   403   431   446   425   427   358   315   4303
6699 1935    242   220   256   311   362   401   436   436   417   388   334   307   4110
6699 1936    274   240   283   353   412   442   436   436   413   400   337   278   4305
6699 1937    241   214   309   325   412   427   462   448   446   425   400   313   4422
6699 1938    260   199   255   259   376   396   430   448   428   422   340   311   4124
6699 1939    254   212   257   294   366   391   443   451   441   444   377   324   4253
6699 1940    283   271   306   352   400   426   463   492   447   439   367   324   4571
6699 1941    279   285   336   365   427   433   439   459   434   429   388   359   4633
6699 1942    314   275   356   351   413   438   466   457   435   444   383   348   4679
6699 1943    282   256   288   335   357   383   422   441   432   417   371   331   4315
6699 1944    289   239   301   341   357   414   436   437   418   427   343   294   4294
6699 1945    246   246   271   296   369   408   445   452   421   405   334   313   4204
6699 1946    284   221   293   315   383   403   432   439   411   415   348   316   4260
6699 1947    291   275   351   346   396   425   457   455   443   458   369   318   4585
6699 1948    300   258   304   321   432   452   464   466   439   423   393   315   4566
6699 1949    242   215   276   323   378   405   410   446   415   409   350   288   4157
6699 1950    223   202   249   274   342   393   426   441   416   400   334   288   3988
6699 1951    237   185   221   336   418   416   443   465   426   428   384   336   4294
6699 1952    259   249   296   359   413   433   430   454   417   430   352   274   4365
6699 1953    261   242   293   342   402   420   451   449   439   410   376   331   4417
6699 1954    263   237   301   318   404   411   449   459   413   386   340   293   4276
6699 1955    257   237   256   301   396   412   436   462   430   428   363   309   4288
6699 1956    251   221   304   333   380   387   425   438   421   412   343   298   4213
6699 1957    279   260   306   337   397   424   458   464   438   422   365   323   4475
6699 1958    289   253   356   395   436   441   450   471   454   429   365   328   4667
6699 1959    295   252   340   363   362   427   456   446   454   430   369   355   4551
6699 1960    313   288   335   362   431   444   454   453   427   441   400   310   4659
6699 1961    305   268   318   362   405   419   444   460   423   419   338   316   4478
6699 1962    297   233   327   343   395   427   473   456   444   443   379   351   4568
6699 1963    296   280   336   350   379   446   467   473   451   466   386   371   4701
6699 1964    307   295   354   348   432   437   456   466   452   427   366   280   4620
6699 1965    235   241   332   316   384   400   442   438   443   443   377   326   4375
6699 1966    311   273   332   356   398   429   477   478   439   433   339   314   4579
6699 1967    284   256   270   300   378   416   430   430   419   431   381   288   4282
6699 1968    256   233   268   278   409   421   442   456   451   443   395   333   4384
6699 1969    265   237   342   402   463   482   478   468   451   447   363   313   4711
6699 1970    313   274   315   357   390   426   450   461   424   414   354   303   4482
6699 1971    278   249   303   321   379   412   434   437   435   404   340   288   4282
6699 1972    262   243   289   337   391   439   456   446   423   430   377   324   4419
6699 1973    312   261   332   343   420   425   460   452   436   421   348   277   4488
6699 1974    265   246   288   309   371   410   443   430   411   406   337   295   4211
6699 1975    249   226   287   320   373   415   441   453   413   409   350   264   4198
6699 1976    230   211   255   301   366   391   436   449   432   427   392   302   4191
6699 1977    283   263   310   319   391   423   433   440   415   427   371   336   4411
6699 1978    278   262   317   340   409   429   451   446   438   423   358   327   4477
6699 1979    268   255   282   323   381   438   444   458   416   446   378   321   4410
6699 1980    296   269   309   346   441   465   477   480   461   468   392   345   4750
6699 1981    316   281   353   349   430   429   465   470   453   443   396   345   4729
6699 1982    297   271   304   343   379   431   446   465   438   431   351   285   4440
6699 1983    300   270   376   365   435   453   492   455   455   439   363   328   4730
6699 1984    289   248   315   374   381   419   441   445   414   394   341   296   4357
6699 1985    260   259   282   296   370   450   477   472   426   379   361   309   4340
6699 1986    272   226   303   348   382   419   460   465   451   434   370   329   4460
6699 1987    292   275   314   407   440   457   494   504   474   469   405   378   4909
6699 1988    295   277   305   365   441   472   482   459   431   433   362   288   4611
6699 1989    264   237   285   314   384   417   454   456   442   409   390   323   4375
6699 1990    304   243   281   330   421   448   463   486   460   450   392   308   4587
6699 1991    298   274   318   334   405   453   462   480   453   433   365   280   4555
6699 1992    278   271   323   368   400   450   467   456   439   446   367   319   4583
6699 1993    292   248   310   363   416   456   454   493   447   449   392   342   4661
6699 1994    309   272   337   352   447   458   462   471   442   439   396   347   4731
6699 1995    302   285   281   359   437   449   489   481   453   439   387   360   4721
6699 1996    310   268   328   330   390   417   451   448   437   447   365   278   4468
6699 1997    270   259   299   343   426   486   489   492   481   466   416   391   4819
6699 1998    350   306   358   372   454   481   495   505   482   476   396   371   5046
6699 1999    308   220   317   357   454   448   459   487   467   447   388   295   4647
6699 2000    253   247   255   330   389   434   473   478   454   450   377   352   4491
6799 1931    366   316   409   432   493   486   524   536   468   490   429   397   5346
6799 1932    335   283   357   393   465   498   518   530   498   490   447   384   5198
6799 1933    326   277   350   363   440   468   524   539   474   484   438   384   5067
6799 1934    344   305   353   378   431   459   527   508   474   493   450   403   5125
6799 1935    344   319   381   402   437   456   493   518   501   477   435   403   5166
6799 1936    394   322   378   396   471   498   515   512   486   502   429   391   5294
6799 1937    319   274   388   408   477   531   589   555   549   502   498   425   5515
6799 1938    384   316   384   366   474   468   521   536   525   496   414   409   5293
6799 1939    344   291   332   363   465   486   533   530   519   505   435   397   5200
6799 1940    375   333   381   426   450   492   527   546   507   493   432   409   5371
6799 1941    369   364   434   435   477   492   508   533   501   512   462   446   5533
6799 1942    409   358   437   411   484   477   539   508   513   512   444   415   5507
6799 1943    357   319   353   393   406   435   493   527   480   477   441   406   5087
6799 1944    350   286   363   411   437   462   555   499   513   515   432   394   5217
6799 1945    353   342   381   342   440   504   546   536   498   493   420   412   5267
6799 1946    391   322   388   420   474   510   539   539   492   477   426   422   5400
6799 1947    375   347   434   426   459   504   570   567   501   552   486   437   5658
6799 1948    397   347   388   402   502   537   552   589   510   496   444   409   5573
6799 1949    363   319   397   444   484   519   564   574   492   570   492   391   5609
6799 1950    316   314   366   420   440   483   527   546   510   502   438   391   5253
6799 1951    360   291   341   453   508   522   592   583   543   508   453   394   5548
6799 1952    369   322   394   420   477   519   471   512   435   477   399   326   5121
6799 1953    326   300   350   396   450   504   474   490   477   468   393   360   4988
6799 1954    366   300   384   396   471   489   496   530   471   450   411   353   5117
6799 1955    313   325   347   357   462   477   515   521   480   471   444   403   5115
6799 1956    353   308   381   399   462   465   493   502   489   471   402   384   5109
6799 1957    375   328   363   393   446   492   543   546   522   505   453   391   5357
6799 1958    360   333   428   453   468   510   496   527   504   484   429   409   5401
6799 1959    366   333   403   423   415   501   524   527   522   502   432   422   5370
6799 1960    394   361   415   420   456   477   496   515   468   512   459   391   5364
6799 1961    384   344   384   426   481   492   515   518   495   462   378   394   5273
6799 1962    366   314   360   408   453   459   530   512   480   471   441   400   5194
6799 1963    360   350   384   396   419   489   515   515   492   539   453   471   5383
6799 1964    394   367   422   414   487   498   505   536   513   502   444   350   5432
6799 1965    344   333   412   384   428   453   518   527   516   505   450   391   5261
6799 1966    366   336   384   384   453   495   546   539   507   493   441   391   5335
6799 1967    372   330   357   375   434   489   515   533   498   515   462   412   5292
6799 1968    372   316   360   369   474   501   515   524   528   536   465   409   5369
6799 1969    357   325   425   489   490   531   558   549   513   549   459   428   5673
6799 1970    412   350   400   441   437   465   490   515   480   471   408   381   5250
6799 1971    357   314   388   381   428   480   521   502   486   471   420   350   5098
6799 1972    332   302   338   399   443   483   527   512   492   496   429   391   5144
6799 1973    391   328   403   423   508   495   546   536   495   493   432   350   5400
6799 1974    335   308   353   366   437   486   533   518   450   450   375   363   4974
6799 1975    322   322   372   390   450   501   527   536   489   468   408   338   5123
6799 1976    301   277   319   357   434   450   508   515   495   487   432   366   4941
6799 1977    369   339   388   390   487   507   530   533   492   487   417   406   5345
6799 1978    357   339   391   399   481   507   527   499   486   487   420   378   5271
6799 1979    329   344   347   390   434   489   521   530   453   493   414   375   5119
6799 1980    369   333   381   408   493   537   539   543   507   518   471   403   5502
6799 1981    388   347   422   399   456   477   527   524   501   493   462   388   5384
6799 1982    391   333   353   390   440   483   543   536   495   505   411   329   5209
6799 1983    363   330   434   402   456   498   508   502   510   493   414   388   5298
6799 1984    353   330   397   420   437   468   536   487   462   471   372   326   5059
6799 1985    310   311   341   369   456   501   536   555   492   450   390   372   5083
6799 1986    341   305   384   408   419   483   521   558   510   518   435   400   5282
6799 1987    388   342   344   462   468   495   543   580   552   539   465   409   5587
6799 1988    375   325   397   417   496   504   524   490   492   484   348   400   5252
6799 1989    347   311   357   363   412   474   518   521   420   450   444   419   5036
6799 1990    357   300   366   402   456   516   549   555   513   505   417   372   5308
6799 1991    366   330   391   405   474   507   530   546   507   481   420   344   5301
6799 1992    344   328   388   429   456   513   543   539   504   512   423   397   5376
6799 1993    357   314   372   426   490   519   533   567   534   527   453   415   5507
6799 1994    388   353   403   420   515   516   546   555   504   515   456   415   5586
6799 1995    378   356   357   435   515   525   561   555   510   512   447   431   5582
6799 1996    384   339   400   402   465   504   515   524   495   505   426   347   5306
6799 1997    347   325   372   396   505   549   558   561   540   524   480   462   5619
6799 1998    425   378   431   435   524   555   561   570   543   533   462   440   5857
6799 1999    394   277   388   429   512   510   508   543   525   505   441   357   5389
6799 2000    332   308   322   396   456   492   536   546   513   508   432   406   5247
9199 1931  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1932  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1933  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1934  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1935  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1936  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1937  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1938  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1939  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1940  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1941  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1942  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1943  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1944  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1945  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1946  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1947  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1948  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1949  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1950  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1951  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1952  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1953  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1954  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1955  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1956  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1957  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1958  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1959  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1960  -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  -9999
9199 1961    402   396   437   434   462   455   462   456   447   448   422   427   5247
9199 1962    405   359   427   430   477   457   471   475   458   479   450   419   5307
9199 1963    384   349   424   422   470   464   470   492   471   474   451   424   5296
9199 1964    426   360   418   424   461   470   471   461   451   464   432   399   5238
9199 1965    374   349   402   418   449   437   446   478   453   466   432   422   5126
9199 1966    399   367   420   443   470   476   496   493   469   486   445   429   5394
9199 1967    415   369   395   418   472   454   473   477   461   471   437   421   5265
9199 1968    410   345   415   416   470   479   486   484   468   486   453   428   5341
9199 1969    392   357   439   454   503   494   496   498   483   490   464   449   5519
9199 1970    424   394   469   476   515   503   498   489   467   485   463   455   5637
9199 1971    401   369   427   440   474   461   477   481   462   469   447   426   5334
9199 1972    389   354   399   407   448   453   463   473   475   482   451   424   5221
9199 1973    392   361   439   449   492   487   501   480   476   471   457   441   5444
9199 1974    403   378   402   427   464   461   474   481   485   495   448   445   5364
9199 1975    412   369   427   425   467   473   466   458   459   476   435   420   5286
9199 1976    396   354   417   413   444   456   481   482   465   502   460   436   5306
9199 1977    414   376   421   436   476   490   492   502   475   490   450   444   5465
9199 1978    402   352   430   447   491   467   495   491   484   499   439   434   5432
9199 1979    407   378   443   443   489   500   502   482   502   507   454   435   5542
9199 1980    409   369   445   463   485   502   519   516   497   508   487   459   5656
9199 1981    440   395   462   486   514   494   511   504   515   509   474   451   5754
9199 1982    414   372   438   444   486   486   498   502   483   489   458   426   5495
9199 1983    391   368   421   447   509   522   523   504   518   522   469   447   5642
9199 1984    436   398   490   501   531   495   519   502   498   498   482   461   5810
9199 1985    429   407   459   454   486   471   495   487   488   495   458   448   5577
9199 1986    431   377   451   468   492   493   502   497   486   497   470   436   5600
9199 1987    416   367   430   438   495   497   499   523   518   520   481   466   5650
9199 1988    440   405   490   487   527   503   511   519   506   502   473   468   5830
9199 1989    463   390   440   448   493   480   498   491   481   487   450   445   5567
9199 1990    430   377   435   452   499   497   505   504   486   507   469   456   5616
9199 1991    430   384   444   476   509   500   530   519   503   492   463   445   5694
9199 1992    411   381   437   455   496   510   514   514   504   509   450   437   5618
9199 1993    401   365   435   471   508   509   524   500   498   497   468   455   5632
9199 1994    429   395   455   472   509   507   509   523   495   496   462   444   5697
9199 1995    423   372   448   464   505   513   535   533   520   513   490   486   5803
9199 1996    449   389   467   488   523   533   539   534   518   527   478   456   5902
9199 1997    428   403   460   480   512   519   533   517   520   515   473   453   5812
9199 1998    423   390   471   475   522   500   516   520   502   512   480   463   5774
9199 1999    427   383   446   475   502   485   492   501   473   483   457   464   5588
9199 2000    426   398   464   462   498   498   508   507   495   509   488   464   5715
5801 1931      0     0     0     0     6    60   213   146    57     2     0     0    485
5801 1932      0     0     0     0     6    50   138   158    25     0     0     0    376
5801 1933      0     0     0     0    13    87   149   138    36     0     0     0    423
5801 1934      0     0     0     0    12    87   213    79    48     0     0     0    440
5801 1935      0     0     0     0     0    50   222   149    11     0     0     0    431
5801 1936      0     0     0     0    12    60   142   138    23     0     0     0    376
5801 1937      0     0     0     0     9    67   193   238    16     0     0     0    523
5801 1938      0     0     0     0     1    66   176   203     9     3     0     0    457
5801 1939      0     0     0     0     6    56   163   217    20     0     0     0    462
5801 1940      0     0     0     0     2    32   156    79    12     0     0     0    282
5801 1941      0     0     0     0     7    66   164    99    31     0     0     0    368
5801 1942      0     0     0     0    15    63   148   115    24     0     0     0    365
5801 1943      0     0     0     0     4   118   180   114    14     0     0     0    430
5801 1944      0     0     0     0    24    55   200   197    32     0     0     0    508
5801 1945      0     0     0     0     0    52   158   112    52     0     0     0    375
5801 1946      0     0     0     0     2    46   130    70    38     3     0     0    289
5801 1947      0     0     0     0     2    28   211   187    27     8     0     0    464
5801 1948      0     0     0     0     2    27   185   171    30     0     0     0    414
5801 1949      0     0     0     0     7   124   275   192    13     5     0     0    616
5801 1950      0     0     0     0     2    58   151   112     6     0     0     0    328
5801 1951      0     0     0     0     6    41   180   117    27     0     0     0    372
5801 1952      0     0     0     0     0    93   276   148    30     0     0     0    548
5801 1953      0     0     0     0     8    79   165   121    35     0     0     0    409
5801 1954      0     0     0     0     0    57   123    84    10     4     0     0    279
5801 1955      0     0     0     0    16    43   282   215    16     0     0     0    571
5801 1956      0     0     0     0     0    73   112   122     5     0     0     0    312
5801 1957      0     0     0     0     5   121   160    81    33     0     0     0    401
5801 1958      0     0     0     0     0    13   161   130    18     0     0     0    322
5801 1959      0     0     0     0    15    37   197   196    55     0     0     0    499
5801 1960      0     0     0     0     8    62   124   131    16     0     0     0    342
5801 1961      0     0     0     0     0    64   152   138    94     0     0     0    449
5801 1962      0     0     0     0     2    61    77    98     6     0     0     0    245
5801 1963      0     0     0     0     2    65   188    90     2     3     0     0    351
5801 1964      0     0     0     0    12    47   165    53    12     0     0     0    290
5801 1965      0     0     0     0    11    44   120   131    20     0     0     0    326
5801 1966      0     0     0     0     0    66   184   137     9     0     0     0    397
5801 1967      0     0     0     0     0    70   181   130    13     0     0     0    395
5801 1968      0     0     0     0     0    35   200   115    32     0     0     0    383
5801 1969      0     0     0     0     3    69   130   193    23     0     0     0    417
5801 1970      0     0     0     0     7    49   200   169    26     0     0     0    450
5801 1971      0     0     0     0     0    68   163   144    56     7     0     0    438
5801 1972      0     0     0     0     4    31   171   110    25     0     0     0    341
5801 1973      0     0     0     0     0    93   196   214    19     0     0     0    521
5801 1974      0     0     0     0     0    39   162   151    18     0     0     0    370
5801 1975      0     0     0     0    17    54   220   145     8     0     0     0    443
5801 1976      0     0     0     0     3   119   131   117    11     0     0     0    380
5801 1977      0     0     0     0    10    34   169   149    20     0     0     0    383
5801 1978      0     0     0     0     5    55   138   152     5     0     0     0    356
5801 1979      0     0     0     0    13    46   207   126    18     0     0     0    409
5801 1980      0     0     0     0     8    29   204   188    32     0     0     0    461
5801 1981      0     0     0     0     7    77   194   121    12     0     0     0    411
5801 1982      0     0     0     0     7    17   176    81    19     0     0     0    300
5801 1983      0     0     0     0     0    81   211   164    54     0     0     0    510
5801 1984      0     0     0     0     0    86   159   190     8     1     0     0    444
5801 1985      0     0     0     0     7    22   171   123    28     0     0     0    353
5801 1986      0     0     0     0     9    38   134   100    11     0     0     0    292
5801 1987      0     0     0     0     5    70   187   101    20     0     0     0    383
5801 1988      0     0     0     0     6    52   226   223    14     0     0     0    521
5801 1989      0     0     0     0     8    71   158   138    25     0     0     0    400
5801 1990      0     0     0     0     0    62   184   184    20     3     0     0    454
5801 1991      0     0     0     0    27    83   181   183    13     0     0     0    488
5801 1992      0     0     0     0     2    45    94   100    16     0     0     0    258
5801 1993      0     0     0     0    10    62   194   176    21     0     0     0    463
5801 1994      0     0     0     0     1   108   283   119    15     0     0     0    526
5801 1995      0     0     0     0     1    72   243   157    13     1     0     0    486
5801 1996      0     0     0     0     0    73   137   146    23     0     0     0    380
5801 1997      0     0     0     0     0    63   169   124    19     0     0     0    375
5801 1998      0     0     0     0    18    49   184   188    44     0     0     0    483
5801 1999      0     0     0     0     7   125   266   148    57     0     0     0    603
5801 2000      0     0     0     0     5    62   101   111    19     0     0     0    298
5802 1931      0     0     0     0    18   114   306   213   138    13     0     0    802
5802 1932      1     0     0     0    18   108   213   222    69     6     0     0    637
5802 1933      0     0     0     0    35   157   232   197    88     1     0     0    710
5802 1934      0     0     0     0    32   194   303   132    87     0     0     0    748
5802 1935      0     0     0     0     6    98   305   205    31     4     0     0    649
5802 1936      0     0     0     0    39   109   252   238    76     6     0     0    719
5802 1937      0     0     0     0    29   135   251   280    32     0     0     0    727
5802 1938      0     0     0     0    12   100   258   280    33     8     0     0    691
5802 1939      0     0     0     0    38   142   228   278    71     3     0     0    759
5802 1940      0     0     0     0    15    95   236   130    34     0     0     0    509
5802 1941      0     0     0     2    32   124   252   165    87    16     0     0    677
5802 1942      0     0     0     0    49   129   243   168    60     7     0     0    655
5802 1943      0     0     0     0    25   236   249   213    44     1     0     0    768
5802 1944      0     0     0     0    70   139   282   253    72     1     0     0    817
5802 1945      0     0     2     0     6   108   217   172   105     1     0     0    611
5802 1946      0     0     1     0    17    85   213   110    82    16     0     0    524
5802 1947      0     0     0     0    13    79   218   272    73    27     0     0    682
5802 1948      0     0     0     0    13    94   250   207    67     1     0     0    631
5802 1949      0     0     0     0    24   191   347   245    33    21     0     0    861
5802 1950      1     0     0     0    11    96   201   167    26    11     0     0    512
5802 1951      0     0     0     0    24   101   239   186    59    10     0     0    619
5802 1952      0     0     0     0    11   174   335   205    67     0     0     0    791
5802 1953      0     0     0     0    36   146   261   201    77     9     0     0    730
5802 1954      0     0     0     1     9   134   231   162    62    16     0     0    613
5802 1955      0     0     0     1    42    83   387   314    59    10     0     0    895
5802 1956      0     0     0     0     7   132   173   187    30     8     0     0    537
5802 1957      0     0     0     0    25   195   247   154    81     0     0     0    701
5802 1958      0     0     0     0     9    49   262   190    52     2     0     0    564
5802 1959      0     0     0     0    49   132   261   286   121    12     0     0    861
5802 1960      0     0     0     1    17   118   187   214    67     3     0     0    607
5802 1961      0     0     0     0     7   110   245   211   170    10     0     0    753
5802 1962      0     0     0     0    37   135   166   163    23     5     0     0    530
5802 1963      0     0     0     0    11   116   239   141    18    16     0     0    541
5802 1964      0     0     0     0    38   111   256   135    60     0     0     0    600
5802 1965      0     0     0     0    54    98   188   183    80     0     0     0    604
5802 1966      0     0     0     0     5   141   296   221    37     0     0     0    699
5802 1967      0     0     0     0     0   153   213   166    38     3     0     0    573
5802 1968      0     0     0     0     6    93   268   229    86    10     0     0    691
5802 1969      0     0     0     0    24   135   210   233    65     3     0     0    670
