HEATING DEGREE DAY TOTALS BY MONTH FOR SEASON BEGINNING JULY 1 OF YEAR, MISSING=-9999
STDV YEAR    JUL   AUG   SEP   OCT   NOV   DEC   JAN   FEB   MAR   APR   MAY   JUN   ANNL
9199 1998      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 1999      0     0     0     0     0     0     0     0     0     0     0     0      0
9199 2000      0     0     0     0     0     0 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5801 1930  -9999 -9999 -9999 -9999 -9999 -9999  1239  1085   903   558   263    64  -9999
5801 1931      5    23    81   356   605  1004   941  1071  1029   633   265    72   6087
5801 1932     19    18   126   385   805  1011   987  1000   999   620   223    40   6232
5801 1933     14    24   112   462   905  1274  1204  1426  1008   576   223    48   7275
5801 1934      7    56    89   531   672  1186  1377  1135   897   631   355    76   7012
5801 1935      4    23   181   439   648  1241  1275  1278   763   662   229    60   6803
5801 1936     18    28   137   436   868  1018   984   971  1053   640   240    55   6448
5801 1937      7     6   160   477   746  1148  1274  1028   878   532   338    58   6650
5801 1938      9    11   187   353   689  1068  1253  1028  1057   697   281    68   6701
5801 1939     11     8   145   441   850  1098  1439  1094  1092   720   314    98   7312
5801 1940     12    53   169   562   776  1073  1328  1101  1084   466   255    58   6936
5801 1941     10    43   117   406   667  1025  1270  1153   836   530   207    57   6319
5801 1942     14    32   129   407   762  1248  1333  1086  1004   752   303    33   7104
5801 1943      9    36   168   444   785  1245  1191  1119  1044   698   181    66   6985
5801 1944      8    10   120   473   764  1199  1401  1090   694   452   374    80   6663
5801 1945     12    31    89   489   718  1269  1243  1162   676   645   319    77   6730
5801 1946     18    61    99   337   643  1072  1136  1106   965   633   327   107   6504
5801 1947      6    13   121   272   820  1205  1417  1205   946   597   349   113   7065
5801 1948      9    15   124   460   587  1028  1036   960   889   514   258    29   5910
5801 1949      2    16   167   316   772  1022  1007  1142  1076   658   327    64   6571
5801 1950     13    38   219   381   638  1061  1105   966   890   527   265    86   6189
5801 1951      9    34   127   397   809  1062  1121  1004   943   508   339    47   6400
5801 1952      1    21   119   491   713  1019  1058   932   863   551   249    46   6063
5801 1953      9    29   110   390   638   908  1303   894   904   547   348    67   6145
5801 1954     20    52   179   321   724  1065  1250  1021   947   537   202    79   6396
5801 1955      2    12   159   404   787  1308  1162  1010  1085   692   404    55   7079
5801 1956     25    34   225   443   703  1003  1421   958   888   525   266    29   6519
5801 1957     14    53   112   450   650   917  1166  1208   879   554   366   148   6515
5801 1958     14    27   150   493   694  1342  1249  1171   966   549   200    92   6946
5801 1959      6    11    85   411   719  1026  1200   935  1113   545   240    57   6349
5801 1960     18    25   154   472   667  1258  1423  1056   950   652   353    60   7087
5801 1961     13    22    43   364   703  1109  1248  1182   924   570   320    57   6556
5801 1962     39    39   207   472   815  1224  1262  1223   922   596   311    56   7167
5801 1963      6    55   234   318   617  1333  1177  1118   907   630   222    72   6690
5801 1964     10    85   180   486   720  1104  1333  1120   975   670   230    73   6988
5801 1965     23    25   146   488   799  1049  1239  1072   896   678   375    59   6850
5801 1966      9    26   196   485   652  1091  1081  1192  1078   666   485    63   7024
5801 1967      8    26   162   430   852  1062  1386  1202   886   503   344    99   6960
5801 1968      6    37   107   361   784  1191  1241  1073  1004   539   303    52   6697
5801 1969     18    11   139   456   722  1143  1491  1074   994   594   250    70   6962
5801 1970      6    17   129   394   688  1234  1426  1070   976   665   333    55   6993
5801 1971     10    22    78   301   808  1045  1180  1146  1013   721   291    96   6711
5801 1972     10    36   139   570   822  1078  1155  1098   767   532   342    42   6592
5801 1973      6     8   156   429   727   961  1175  1116   925   529   374    87   6493
5801 1974     11    20   163   590   715  1015  1104  1062   986   704   201    65   6636
5801 1975      4    27   200   390   587  1125  1378   936   886   474   302    27   6336
5801 1976     18    31   181   546   853  1295  1476  1096   772   546   225    93   7132
5801 1977     11    24   156   464   657  1148  1296  1254  1033   640   279    65   7027
5801 1978     14    22   224   494   749  1082  1182  1307   807   595   221    73   6771
5801 1979      5    32   157   466   595   992  1190  1159   960   554   260   103   6472
5801 1980      7    14   134   524   817  1263  1492   891   904   506   250    50   6851
5801 1981      7    33   175   551   733  1105  1476  1067   954   652   264   134   7152
5801 1982     10    56   145   472   629   926  1185  1013   846   573   340    49   6245
5801 1983      5    16    87   450   686  1142  1328   875  1086   597   321    47   6640
5801 1984     11    14   203   390   719   939  1384  1025   859   541   256   117   6458
5801 1985     10    32   125   424   687  1192  1173  1112   870   510   242    91   6468
5801 1986     19    43   190   463   809  1030  1260  1118   884   550   273    57   6694
5801 1987      9    42   150   514   751  1024  1316  1047   905   604   270    72   6706
5801 1988      5    10   181   569   690  1142  1108  1084   954   647   238    52   6680
5801 1989     11    26   134   435   768  1510  1005   979   865   575   364    64   6735
5801 1990      8    15   151   330   659   909  1226   935   829   491   166    43   5763
5801 1991     10    16   178   393   703  1052  1190  1027  1012   660   314    76   6631
5801 1992     33    39   159   548   789  1071  1160  1235  1021   572   240    62   6928
5801 1993      8    15   153   528   733  1077  1475  1204   952   529   327    39   7040
5801 1994      2    37   167   448   611   957  1043  1125   857   638   330    53   6268
5801 1995      3    25   182   348   817  1210  1258  1090  1012   586   323    52   6906
5801 1996     16    20   137   491   850   915  1224   917   964   640   375    61   6610
5801 1997     11    30   153   499   805  1046  1054   877   834   531   190    74   6105
5801 1998      9    14   103   430   720   906  1199   961   876   542   245    27   6031
5801 1999      3    23    80   486   597   975  1273   978   786   592   281    61   6135
5801 2000     29    35   155   452   729  1214 -9999 -9999 -9999 -9999 -9999 -9999  -9999
5802 1930  -9999 -9999 -9999 -9999 -9999 -9999  1122   969   875   511   216    35  -9999
5802 1931      1    10    36   289   501   865   794   896   975   579   216    36   5198
5802 1932      9     9    80   339   767   960   888   961   914   495   169    17   5608
5802 1933      3    12    65   416   821  1095  1058  1372   963   528   177    13   6522
5802 1934      2    27    62   439   601  1082  1230  1048   759   557   305    46   6159
5802 1935      1    13   139   369   605  1191  1248  1219   706   594   165    30   6279
5802 1936      3     7    72   359   794   932   889   939   987   549   182    24   5739
5802 1937      3     4   137   432   703  1066  1145   909   737   435   246    39   5855
5802 1938      3     5   141   323   644   998  1129   905   889   586   165    21   5809
5802 1939      4     4    79   376   775   990  1399  1018  1035   638   233    44   6595
5802 1940      5    25   132   491   710   930  1188  1064  1030   352   168    27   6121
5802 1941      2    20    60   281   603   928  1184  1088   777   422   140    25   5530
5802 1942      4    17    89   340   675  1153  1174   983   881   665   213     8   6202
5802 1943      3    12   117   420   753  1130  1078  1004   954   596   114    20   6201
5802 1944      3     6    82   414   691  1148  1359   997   553   374   293    44   5963
5802 1945      5    14    56   412   651  1194  1094  1017   583   528   233    49   5836
5802 1946      6    38    63   267   571   956   979  1113   966   512   245    51   5767
5802 1947      8     3    74   220   762  1096  1354  1076   811   475   252    46   6178
5802 1948      3    10    83   419   526   968   929   837   800   473   197    13   5258
5802 1949      0     9   135   241   708   937   845  1014   987   599   252    42   5769
5802 1950     10    19   146   302   644  1089  1024   923   818   479   193    39   5684
5802 1951      5    17    95   313   802   973  1010   906   876   418   261    24   5699
5802 1952      1    12    87   471   638   930   968   850   772   499   169    22   5418
5802 1953      3    12    75   317   627   881  1177   810   832   412   273    29   5447
5802 1954      7    22    90   271   702  1024  1175   970   813   397   146    51   5668
5802 1955      0     4    96   306   732  1188  1132   900   949   586   289    29   6211
5802 1956     12    17   146   340   655   859  1256   877   819   426   201    14   5622
5802 1957      7    24    77   424   621   895  1155  1155   871   450   276    92   6047
5802 1958      5    17   104   406   633  1248  1179  1027   879   440   140    26   6103
5802 1959      3     3    44   308   703   951  1075   914  1116   390   210    35   5749
5802 1960     12    10    83   389   616  1222  1330   949   827   597   290    41   6367
5802 1961      5     9    25   308   636  1051  1166  1067   859   487   163    24   5801
5802 1962     14    19   159   369   772  1166  1251  1188   805   485   257    36   6523
5802 1963      5    35   172   257   562  1228  1095  1053   807   539   159    38   5950
5802 1964      2    33    95   448   602   999  1238  1013   927   582   136    42   6117
5802 1965     14    16    75   438   698   931  1206  1007   806   596   308    31   6126
5802 1966      3    13   140   431   622  1027   990  1114   936   518   407    27   6226
5802 1967      8    21   127   393   802   966  1310  1114   778   412   298    52   6280
5802 1968      4    11    66   319   679  1109  1182  1013   921   429   201    31   5965
5802 1969      7     9    90   393   701  1123  1384  1015   946   499   173    38   6380
5802 1970      4     9    61   313   617  1047  1287   970   913   571   280    25   6095
5802 1971      9    18    44   233   710   873  1068  1076   918   598   201    74   5822
5802 1972      5    18    84   511   760   924  1048  1031   654   459   292    20   5807
5802 1973      3     5    84   317   627   944  1039  1036   814   427   252    57   5605
5802 1974      6    12   131   488   643   938  1002   937   895   639   143    29   5864
5802 1975      4    14   160   296   511  1014  1285   824   734   412   262    19   5536
5802 1976     15    23   136   511   837  1207  1467  1006   684   439   151    59   6535
5802 1977      5    15    86   437   613  1080  1268  1236   953   541   249    43   6526
5802 1978     10    10   131   430   651   980  1172  1286   731   525   197    56   6180
5802 1979      7    17   107   417   565   929  1130  1105   908   468   172    67   5893
5802 1980      6     5    75   456   766  1155  1372   858   876   423   204    32   6228
5802 1981      5    19   125   490   686  1062  1388   991   880   577   168    74   6464
5802 1982      6    38   106   384   593   835  1102   949   771   533   281    34   5632
5802 1983      3     7    75   374   648  1113  1282   822  1030   527   279    26   6186
5802 1984     12    10   147   273   695   832  1284   978   766   412   168    72   5648
5802 1985      9    17    73   344   574  1121  1119  1033   777   444   145    40   5696
5802 1986      5    26   107   371   740   954  1167  1041   760   455   193    23   5843
5802 1987      2    21   106   508   646   934  1265   997   818   530   204    46   6076
5802 1988      2     6   142   537   640  1053  1011  1004   853   561   239    27   6076
5802 1989      5    17    93   361   713  1392   896   836   746   468   276    37   5840
5802 1990      5    14   112   285   601   860  1116   851   747   412    99    16   5119
5802 1991      3     8   114   350   669   932  1074   923   912   547   258    64   5854
5802 1992     14    31   111   495   692   987  1017  1118   952   491   184    38   6130
